payroll_item_id,payroll_run_id,payroll_line_id,employee_snapshot_id,employee_id,person_id,employment_relationship_id,item_code,item_name,item_category,amount,currency,taxable,affects_net_pay,cost_company_id,source_object_type,source_object_id,applied_rule_ids,calculation_trace
PI_PL_202604_EMP058_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP058,ESNAP_202604_EMP058,EMP058,PER058,EREL_202604_EMP058,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP058"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP059_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP059,ESNAP_202604_EMP059,EMP059,PER059,EREL_202604_EMP059,BASIC_SALARY,基本薪资,earning,6000.0,CNY,1,1,COMP_JS,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 6000.0, ""basic_salary_rate"": 0.6, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.4, ""performance_salary_base"": 4000.0, ""position"": ""部门负责人"", ""split_rule_id"": ""SPLIT_05""}}"
PI_PL_202604_EMP059_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP059,ESNAP_202604_EMP059,EMP059,PER059,EREL_202604_EMP059,PERFORMANCE_SALARY,绩效薪资,earning,4000.0,CNY,1,1,COMP_JS,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP059"", ""performance_salary"": 4000.0}}"
PI_PL_202604_EMP060_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP060,ESNAP_202604_EMP060,EMP060,PER060,EREL_202604_EMP060,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP060_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP060,ESNAP_202604_EMP060,EMP060,PER060,EREL_202604_EMP060,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP060"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP061_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP061,ESNAP_202604_EMP061,EMP061,PER061,EREL_202604_EMP061,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP061_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP061,ESNAP_202604_EMP061,EMP061,PER061,EREL_202604_EMP061,PERFORMANCE_SALARY,绩效薪资,earning,3600.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.2, ""grade_rule_id"": ""PERF_RULE_02"", ""performance_grade"": ""B"", ""performance_record_id"": ""PERF_202604_EMP061"", ""performance_salary"": 3600.0}}"
PI_PL_202604_EMP062_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP062,ESNAP_202604_EMP062,EMP062,PER062,EREL_202604_EMP062,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP062_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP062,ESNAP_202604_EMP062,EMP062,PER062,EREL_202604_EMP062,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP062"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP063_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP063,ESNAP_202604_EMP063,EMP063,PER063,EREL_202604_EMP063,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP063_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP063,ESNAP_202604_EMP063,EMP063,PER063,EREL_202604_EMP063,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP063"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP064_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP064,ESNAP_202604_EMP064,EMP064,PER064,EREL_202604_EMP064,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP064_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP064,ESNAP_202604_EMP064,EMP064,PER064,EREL_202604_EMP064,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP064"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP065_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP065,ESNAP_202604_EMP065,EMP065,PER065,EREL_202604_EMP065,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP065_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP065,ESNAP_202604_EMP065,EMP065,PER065,EREL_202604_EMP065,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP065"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP066_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP066,ESNAP_202604_EMP066,EMP066,PER066,EREL_202604_EMP066,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP066_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP066,ESNAP_202604_EMP066,EMP066,PER066,EREL_202604_EMP066,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP066"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP067_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP067,ESNAP_202604_EMP067,EMP067,PER067,EREL_202604_EMP067,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP067_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP067,ESNAP_202604_EMP067,EMP067,PER067,EREL_202604_EMP067,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP067"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP068_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP068,ESNAP_202604_EMP068,EMP068,PER068,EREL_202604_EMP068,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP068_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP068,ESNAP_202604_EMP068,EMP068,PER068,EREL_202604_EMP068,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP068"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP069_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP069,ESNAP_202604_EMP069,EMP069,PER069,EREL_202604_EMP069,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP069_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP069,ESNAP_202604_EMP069,EMP069,PER069,EREL_202604_EMP069,PERFORMANCE_SALARY,绩效薪资,earning,3600.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.2, ""grade_rule_id"": ""PERF_RULE_02"", ""performance_grade"": ""B"", ""performance_record_id"": ""PERF_202604_EMP069"", ""performance_salary"": 3600.0}}"
PI_PL_202604_EMP070_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP070,ESNAP_202604_EMP070,EMP070,PER070,EREL_202604_EMP070,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP070_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP070,ESNAP_202604_EMP070,EMP070,PER070,EREL_202604_EMP070,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP070"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP071_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP071,ESNAP_202604_EMP071,EMP071,PER071,EREL_202604_EMP071,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP071_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP071,ESNAP_202604_EMP071,EMP071,PER071,EREL_202604_EMP071,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP071"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP072_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP072,ESNAP_202604_EMP072,EMP072,PER072,EREL_202604_EMP072,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP072_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP072,ESNAP_202604_EMP072,EMP072,PER072,EREL_202604_EMP072,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP072"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP073_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP073,ESNAP_202604_EMP073,EMP073,PER073,EREL_202604_EMP073,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP073_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP073,ESNAP_202604_EMP073,EMP073,PER073,EREL_202604_EMP073,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP073"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP074_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP074,ESNAP_202604_EMP074,EMP074,PER074,EREL_202604_EMP074,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP074_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP074,ESNAP_202604_EMP074,EMP074,PER074,EREL_202604_EMP074,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP074"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP075_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP075,ESNAP_202604_EMP075,EMP075,PER075,EREL_202604_EMP075,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP075_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP075,ESNAP_202604_EMP075,EMP075,PER075,EREL_202604_EMP075,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP075"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP076_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP076,ESNAP_202604_EMP076,EMP076,PER076,EREL_202604_EMP076,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP076_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP076,ESNAP_202604_EMP076,EMP076,PER076,EREL_202604_EMP076,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP076"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP077_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP077,ESNAP_202604_EMP077,EMP077,PER077,EREL_202604_EMP077,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP077_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP077,ESNAP_202604_EMP077,EMP077,PER077,EREL_202604_EMP077,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP077"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP078_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP078,ESNAP_202604_EMP078,EMP078,PER078,EREL_202604_EMP078,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP078_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP078,ESNAP_202604_EMP078,EMP078,PER078,EREL_202604_EMP078,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP078"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP079_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP079,ESNAP_202604_EMP079,EMP079,PER079,EREL_202604_EMP079,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP079_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP079,ESNAP_202604_EMP079,EMP079,PER079,EREL_202604_EMP079,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP079"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP080_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP080,ESNAP_202604_EMP080,EMP080,PER080,EREL_202604_EMP080,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP080_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP080,ESNAP_202604_EMP080,EMP080,PER080,EREL_202604_EMP080,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP080"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP081_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP081,ESNAP_202604_EMP081,EMP081,PER081,EREL_202604_EMP081,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP081_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP081,ESNAP_202604_EMP081,EMP081,PER081,EREL_202604_EMP081,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP081"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP082_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP082,ESNAP_202604_EMP082,EMP082,PER082,EREL_202604_EMP082,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_SCNY,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP082_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP082,ESNAP_202604_EMP082,EMP082,PER082,EREL_202604_EMP082,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_SCNY,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP082"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP083_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP083,ESNAP_202604_EMP083,EMP083,PER083,EREL_202604_EMP083,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP083_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP083,ESNAP_202604_EMP083,EMP083,PER083,EREL_202604_EMP083,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP083"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP084_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP084,ESNAP_202604_EMP084,EMP084,PER084,EREL_202604_EMP084,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
